13/11/2025;Pembelian 200 kg telur tadus;-;1131;5180000;0
13/11/2025;Pembelian 200 kg telur tadus;-;2111;0;5180000
13/11/2025;Pembelian 65 kg kacang panjang SPPG MBS Wanayasa;-;1131;910000;0
13/11/2025;Pembelian 65 kg kacang panjang SPPG MBS Wanayasa;-;2111;0;910000
13/11/2025;Pengiriman 65 kg kacang panjang SPPG MBS Wanayasa (pemesanan 10/11);-;5111;910000;0
13/11/2025;Pengiriman 65 kg kacang panjang SPPG MBS Wanayasa (pemesanan 10/11);-;1131;0;910000
13/11/2025;Pengiriman 65 kg kacang panjang SPPG MBS Wanayasa (pemesanan 10/11);-;1121;1040000;0
13/11/2025;Pengiriman 65 kg kacang panjang SPPG MBS Wanayasa (pemesanan 10/11);-;4111;0;1040000
13/11/2025;Pembelian persediaan SPPG Susukan;-;1131;2528000;0
13/11/2025;Pembelian persediaan SPPG Susukan;-;2111;0;2528000
13/11/2025;Pengiriman SPPG Susukan (pemesanan 13/11);-;5111;6528000;0
13/11/2025;Pengiriman SPPG Susukan (pemesanan 13/11);-;1131;0;6528000
13/11/2025;Pengiriman SPPG Susukan (pemesanan 13/11);-;1121;7667650;0
13/11/2025;Pengiriman SPPG Susukan (pemesanan 13/11);-;4111;0;7667650
13/11/2025;Kas bon akomodasi makan pengiriman;-;1123;50000;0
13/11/2025;Kas bon akomodasi makan pengiriman;-;1111;0;50000
13/11/2025;Pelunasan kas bon akomodasi makan pengiriman (13/11);-;1111;50000;0
13/11/2025;Pelunasan kas bon akomodasi makan pengiriman (13/11);-;1123;0;50000
13/11/2025;Pembelian akomodasi makan pengiriman SPPG Susukan;-;5171;30000;0
13/11/2025;Pembelian akomodasi makan pengiriman SPPG Susukan;-;1111;0;30000
13/11/2025;Pelunasan utang pembelian 500 kg beras SPPG Susukan (pembelian 10/11);-;2111;6750000;0
13/11/2025;Pelunasan utang pembelian 500 kg beras SPPG Susukan (pembelian 10/11);-;1112;0;6750000
13/11/2025;Pelunasan utang kas masuk pembukaan rekening PT SCS ke Pak Anwar;-;2111;1000000;0
13/11/2025;Pelunasan utang kas masuk pembukaan rekening PT SCS ke Pak Anwar;-;5221;6500;0
13/11/2025;Pelunasan utang kas masuk pembukaan rekening PT SCS ke Pak Anwar;-;1112;0;1006500
14/11/2025;Pelunasan utang kas masuk untuk belanja persediaan ke Mas Denny;-;2111;1000000;0
14/11/2025;Pelunasan utang kas masuk untuk belanja persediaan ke Mas Denny;-;5221;2500;0
14/11/2025;Pelunasan utang kas masuk untuk belanja persediaan ke Mas Denny;-;1111;0;1002500
14/11/2025;Pelunasan piutang SPPG Merden (pengiriman 11/11);-;1112;13051000;0
14/11/2025;Pelunasan piutang SPPG Merden (pengiriman 11/11);-;1121;0;13051000
14/11/2025;Pelunasan utang pembelian persediaan ke Berkah Saputra (pembelian 11/11);-;2111;5715000;0
14/11/2025;Pelunasan utang pembelian persediaan ke Berkah Saputra (pembelian 11/11);-;1112;0;5715000
14/11/2025;Pelunasan utang pembelian persediaan ke Bu Lis (pembelian 10/11);-;2111;4686300;0
14/11/2025;Pelunasan utang pembelian persediaan ke Bu Lis (pembelian 10/11);-;5221;2500;0
14/11/2025;Pelunasan utang pembelian persediaan ke Bu Lis (pembelian 10/11);-;1112;0;4688800
14/11/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 14/11);-;5111;89000;0
14/11/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 14/11);-;1131;0;89000
14/11/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 14/11);-;1121;104000;0
14/11/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 14/11);-;4111;0;104000
14/11/2025;8 kg persediaan semangka busuk;-;5311;64000;0
14/11/2025;8 kg persediaan semangka busuk;-;1131;0;64000
14/11/2025;Penjualan 3,6 kg semangka acara bazar;-;5111;28800;0
14/11/2025;Penjualan 3,6 kg semangka acara bazar;-;1131;0;28800
14/11/2025;Penjualan 3,6 kg semangka acara bazar;-;1111;32500;0
14/11/2025;Penjualan 3,6 kg semangka acara bazar;-;4111;0;32500
15/11/2025;Penjualan 0,5 kg telur acara bazar;-;5111;13250;0
15/11/2025;Penjualan 0,5 kg telur acara bazar;-;1131;0;13250
15/11/2025;Penjualan 0,5 kg telur acara bazar;-;1111;14800;0
15/11/2025;Penjualan 0,5 kg telur acara bazar;-;4111;0;14800
15/11/2025;Penjualan 5 kg beras acara bazar;-;5111;70000;0
15/11/2025;Penjualan 5 kg beras acara bazar;-;1131;0;70000
15/11/2025;Penjualan 5 kg beras acara bazar;-;1111;75000;0
15/11/2025;Penjualan 5 kg beras acara bazar;-;4111;0;75000
15/11/2025;Penjualan 5 kg beras acara bazar;-;5111;70000;0
15/11/2025;Penjualan 5 kg beras acara bazar;-;1131;0;70000
15/11/2025;Penjualan 5 kg beras acara bazar;-;1111;75000;0
15/11/2025;Penjualan 5 kg beras acara bazar;-;4111;0;75000
15/11/2025;Penjualan 3 kg beras acara bazar;-;5111;42000;0
15/11/2025;Penjualan 3 kg beras acara bazar;-;1131;0;42000
15/11/2025;Penjualan 3 kg beras acara bazar;-;1111;45000;0
15/11/2025;Penjualan 3 kg beras acara bazar;-;4111;0;45000
15/11/2025;Pembelian 20 del monte saus BBQ 1 kg di Gunung Mas;-;1131;650000;0
15/11/2025;Pembelian 20 del monte saus BBQ 1 kg di Gunung Mas;-;2111;0;650000
15/11/2025;Penjualan 1 kg telur, 13 kg beras, dan 1 pcs minyak goreng acara bazar;-;5111;247300;0
15/11/2025;Penjualan 1 kg telur, 13 kg beras, dan 1 pcs minyak goreng acara bazar;-;1131;0;247300
15/11/2025;Penjualan 1 kg telur, 13 kg beras, dan 1 pcs minyak goreng acara bazar;-;1111;262400;0
15/11/2025;Penjualan 1 kg telur, 13 kg beras, dan 1 pcs minyak goreng acara bazar;-;4111;0;262400
15/11/2025;Pelunasan utang pembelian del monte saus BBQ ke Mas Dandi;-;2111;650000;0
15/11/2025;Pelunasan utang pembelian del monte saus BBQ ke Mas Dandi;-;1111;0;650000
15/11/2025;Pembelian rak penyimpanan gudang di shopee;-;1211;517300;0
15/11/2025;Pembelian rak penyimpanan gudang di shopee;-;1111;0;517300
15/11/2025;Penjualan 13 kg semangka acara bazar;-;5111;104000;0
15/11/2025;Penjualan 13 kg semangka acara bazar;-;1131;0;104000
15/11/2025;Penjualan 13 kg semangka acara bazar;-;1111;117000;0
15/11/2025;Penjualan 13 kg semangka acara bazar;-;4111;0;117000
15/11/2025;Pelunasan piutang SPPG Susukan (pengiriman 12/11);-;1112;5689000;0
15/11/2025;Pelunasan piutang SPPG Susukan (pengiriman 12/11);-;1121;0;5689000
15/11/2025;Pelunasan piutang SPPG Susukan (pengiriman 13/11);-;1112;7667650;0
15/11/2025;Pelunasan piutang SPPG Susukan (pengiriman 13/11);-;1121;0;7667650
15/11/2025;Pelunasan utang pembelian jeruk dan semangka (pembelian 11/11);-;2111;5520000;0
15/11/2025;Pelunasan utang pembelian jeruk dan semangka (pembelian 11/11);-;1112;0;5520000
15/11/2025;Pelunasan utang pembelian melon dan timun (pembelian 9/11);-;2111;2255000;0
15/11/2025;Pelunasan utang pembelian melon dan timun (pembelian 9/11);-;1112;0;2255000
16/11/2025;Pembelian persediaan ke SBS;-;1131;3099298;0
16/11/2025;Pembelian persediaan ke SBS;-;2111;0;3099298
16/11/2025;Pembelian persediaan SPPG MBS Wanayasa;-;1131;2317800;0
16/11/2025;Pembelian persediaan SPPG MBS Wanayasa;-;2111;0;2317800
16/11/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 15/11);-;5111;16320200;0
16/11/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 15/11);-;1131;0;16320200
16/11/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 15/11);-;1121;18113700;0
16/11/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 15/11);-;4111;0;18113700
16/11/2025;Kas bon BBM dan akomodasi makan pengiriman;-;1123;150000;0
16/11/2025;Kas bon BBM dan akomodasi makan pengiriman;-;1111;0;150000
16/11/2025;Pelunasan kas bon BBM dan akomodasi makan pengiriman;-;1111;150000;0
16/11/2025;Pelunasan kas bon BBM dan akomodasi makan pengiriman;-;1123;0;150000
16/11/2025;Pembelian BBM;-;5171;100000;0
16/11/2025;Pembelian BBM;-;1111;0;100000
16/11/2025;Pembelian akomodasi makan pengiriman;-;5171;50000;0
16/11/2025;Pembelian akomodasi makan pengiriman;-;1111;0;50000
16/11/2025;Pengiriman SPPG Merden kecuali anggur (pemesanan 15/11);-;5111;8568628;0
16/11/2025;Pengiriman SPPG Merden kecuali anggur (pemesanan 15/11);-;1131;0;8568628
16/11/2025;Pengiriman SPPG Merden kecuali anggur (pemesanan 15/11);-;1121;9992140;0
16/11/2025;Pengiriman SPPG Merden kecuali anggur (pemesanan 15/11);-;4111;0;9992140
16/11/2025;Pembelian persediaan SPPG Susukan;-;1131;2220500;0
16/11/2025;Pembelian persediaan SPPG Susukan;-;2111;0;2220500
16/11/2025;Pembelian 500 kg beras SPPG Susukan;-;1131;6750000;0
16/11/2025;Pembelian 500 kg beras SPPG Susukan;-;2111;0;6750000
16/11/2025;Pengiriman SPPG Susukan (pemesanan 15/11);-;5111;11966470;0
16/11/2025;Pengiriman SPPG Susukan (pemesanan 15/11);-;1131;0;11966470
16/11/2025;Pengiriman SPPG Susukan (pemesanan 15/11);-;1121;13602360;0
16/11/2025;Pengiriman SPPG Susukan (pemesanan 15/11);-;4111;0;13602360
16/11/2025;Pelunasan piutang SPPG Merden (pengiriman 12/11);-;1112;9964120;0
16/11/2025;Pelunasan piutang SPPG Merden (pengiriman 12/11);-;1121;0;9964120
16/11/2025;Pembelian timbangan digital 300 kg shopee COD;-;1211;638700;0
16/11/2025;Pembelian timbangan digital 300 kg shopee COD;-;2111;0;638700
16/11/2025;Pembelian troli besi 150 kg shopee COD;-;1211;359368;0
16/11/2025;Pembelian troli besi 150 kg shopee COD;-;2111;0;359368
16/11/2025;Pembelian 5 pcs krat keranjang 90 liter shopee COD;-;1211;432680;0
16/11/2025;Pembelian 5 pcs krat keranjang 90 liter shopee COD;-;2111;0;432680
16/11/2025;Pembelian timbangan crown shopee COD;-;1211;111120;0
16/11/2025;Pembelian timbangan crown shopee COD;-;2111;0;111120
16/11/2025;Pembelian krat keranjang shopee COD;-;1211;349455;0
16/11/2025;Pembelian krat keranjang shopee COD;-;2111;0;349455
16/11/2025;12 kg persediaan semangka busuk;-;5311;96000;0
16/11/2025;12 kg persediaan semangka busuk;-;1131;0;96000
17/11/2025;Pelunasan piutang SPPG Susukan (pengiriman 11/11);-;1112;2495000;0
17/11/2025;Pelunasan piutang SPPG Susukan (pengiriman 11/11);-;1121;0;2495000
17/11/2025;Pembelian 805 kg beras SPPG Merden;-;1131;10867500;0
17/11/2025;Pembelian 805 kg beras SPPG Merden;-;2111;0;10867500
17/11/2025;Pembelian persediaan ke SBS;-;1131;7109400;0
17/11/2025;Pembelian persediaan ke SBS;-;2111;0;7109400
